timestamp,world_index,world_index_corrected,confidence,norm_pos_x,norm_pos_y,diameter,method,ellipse_center_x,ellipse_center_y,ellipse_axis_a,ellipse_axis_b,ellipse_angle,diameter_3d,model_confidence,model_id,sphere_center_x,sphere_center_y,sphere_center_z,sphere_radius,circle_3d_center_x,circle_3d_center_y,circle_3d_center_z,circle_3d_normal_x,circle_3d_normal_y,circle_3d_normal_z,circle_3d_radius,theta,phi,projected_sphere_center_x,projected_sphere_center_y,projected_sphere_axis_a,projected_sphere_axis_b,projected_sphere_angle
-3.027603,0,0,1.000000,0.260748,0.545996,123.497097,3d c++,166.878863,217.921797,67.541508,123.497097,21.466329,5.223811,0.801849,23.000000,1.074755,2.350308,34.937585,12.000000,-6.589814,-0.984719,26.327592,-0.638714,-0.277919,-0.717499,2.611906,1.289169,-2.298168,339.072522,281.708413,425.902361,425.902361,90.000000
-3.019582,0,0,1.000000,0.260701,0.545948,123.508508,3d c++,166.848498,217.945046,67.531082,123.508508,21.456404,5.224487,0.802199,23.000000,1.074755,2.350308,34.937585,12.000000,-6.591369,-0.983761,26.328606,-0.638844,-0.277839,-0.717415,2.612243,1.289252,-2.298327,339.072522,281.708413,425.902361,425.902361,90.000000
-3.011584,0,0,1.000000,0.260738,0.545848,123.553182,3d c++,166.872381,217.993173,67.587022,123.553182,21.445416,5.225954,0.802507,23.000000,1.074755,2.350308,34.937585,12.000000,-6.589919,-0.981665,26.326504,-0.638723,-0.277664,-0.717590,2.612977,1.289434,-2.298112,339.072522,281.708413,425.902361,425.902361,90.000000
-3.003574,0,0,1.000000,0.260737,0.545882,123.567250,3d c++,166.871483,217.976856,67.588733,123.567250,21.449968,5.226629,0.802946,23.000000,1.074755,2.350308,34.937585,12.000000,-6.590076,-0.982389,26.326923,-0.638736,-0.277725,-0.717555,2.613315,1.289371,-2.298146,339.072522,281.708413,425.902361,425.902361,90.000000
-2.995588,0,0,1.000000,0.260838,0.545961,123.677009,3d c++,166.936604,217.938648,67.684205,123.677009,21.468112,5.230834,0.803493,23.000000,1.074755,2.350308,34.937585,12.000000,-6.586939,-0.984049,26.324774,-0.638474,-0.277863,-0.717734,2.615417,1.289227,-2.297819,339.072522,281.708413,425.902361,425.902361,90.000000
-2.987572,0,0,1.000000,0.260129,0.544719,123.987553,3d c++,166.482321,218.535057,67.673523,123.987553,21.249369,5.245850,0.804035,23.000000,1.074755,2.350308,34.937585,12.000000,-6.609267,-0.958991,26.335007,-0.640335,-0.275775,-0.716881,2.622925,1.291400,-2.299855,339.072522,281.708413,425.902361,425.902361,90.000000
-2.979607,0,0,1.000000,0.259316,0.543391,124.032756,3d c++,165.961993,219.172441,67.482988,124.032756,21.012057,5.250095,0.804650,23.000000,1.074755,2.350308,34.937585,12.000000,-6.634544,-0.932008,26.347293,-0.642442,-0.273526,-0.715858,2.625048,1.293739,-2.302197,339.072522,281.708413,425.902361,425.902361,90.000000
-2.967393,0,0,1.000000,0.259209,0.543155,123.799948,3d c++,165.894048,219.285698,67.343782,123.799948,20.972294,5.240376,0.805161,23.000000,1.074755,2.350308,34.937585,12.000000,-6.637244,-0.926979,26.347797,-0.642667,-0.273107,-0.715816,2.620188,1.294175,-2.302400,339.072522,281.708413,425.902361,425.902361,90.000000
-2.959615,0,0,1.000000,0.259518,0.543132,123.810276,3d c++,166.091228,219.296469,67.505418,123.810276,20.990412,5.238869,0.805687,23.000000,1.074755,2.350308,34.937585,12.000000,-6.626466,-0.926240,26.337851,-0.641768,-0.273046,-0.716644,2.619434,1.294239,-2.301130,339.072522,281.708413,425.902361,425.902361,90.000000
-2.951623,0,0,1.000000,0.259628,0.543210,123.902495,3d c++,166.162138,219.259230,67.597022,123.902495,21.008741,5.242263,0.806269,23.000000,1.074755,2.350308,34.937585,12.000000,-6.622965,-0.927837,26.335326,-0.641477,-0.273179,-0.716855,2.621131,1.294100,-2.300758,339.072522,281.708413,425.902361,425.902361,90.000000
